num_articulo;descripcion1;descripcion2;id_un_med_1;id_un_med_2;status;
25600544;BULON CHEXAGONAL 10X30;;UN;UN;1;
25600545;BULON CHEXAGONAL 10X40;;UN;UN;1;
25600546;BULON CHEXAGONAL 10X45;;UN;UN;1;
25600550;BULON CHEXAGONAL 10X70 TODO R;OSCA;UN;UN;1;
25600558;BULON CHEXAGONAL M-12X40;;UN;UN;1;
25600560;BULON CHEXAGONAL 12X50;;UN;UN;1;
25600561;BULON CHEXAGONAL 12X55;;UN;UN;1;
25600564;BULON CHEXAGONAL 14X30;;UN;UN;1;
25600565;BULON CHEXAGONAL M14X40MM;;UN;UN;1;
25600571;BULON CHEXAGONAL 16X60;;UN;UN;1;
25600579;SIERRA COPA BIMETALICA 16 MM.;;UN;UN;1;
25600612;HOJA DE SIERRA PSERRUCHO MECA;NICO 10D16 HSS ACERO RAPIDO L;UN;UN;1;
25600685;DISCO DE CORTE 178X1.6X22 MM.;AC INOX.;UN;UN;1;
25600706;TARUGO PARA LADRILLO HUECO 8 M;M.;UN;UN;1;
25600759;ARANDELA BISELADA 14X26 MM;;UN;UN;1;
25600767;TORNILLO CABEZA PHILLIPS 6X1;PAN FRAMING CON MECHA;UN;UN;1;
25600815;ABRAZADERA PERFECTO MED23-28;SUPER PRESION ANCHO 15 MM;UN;UN;1;
25672015;ARANDELA PLANA M10x26x2 MM;;UN;UN;1;
25672055;TELA ESMERIL GRANO 80;;UN;UN;1;
25672056;TELA ESMERIL GRANO 120;;UN;UN;1;
25672068;TUERCA 10 MM;;UN;UN;1;
25672087;PITON ABIERTO CERRADO ESCUADRA;Nõ 8 CON TOPE.;UN;UN;1;
25672093;HOJA DE CUTTER STANLEY CORTA;COD11-921;UN;UN;1;
25672110;ABRAZADERA TIPO AMERICANA Nõ16;DMI 110 DMA 130 MARCA PERFECTO;UN;UN;1;
25672139;PICO DE GRASERA PARA ALEMITE H;EXAGONAL PLANO030010086;UN;UN;1;
25672181;BULON CHEXAG.M14X60;;UN;UN;1;
25672230;ALEMITE RECTO M 12X1.25;;UN;UN;1;
25672242;CHAVETA 6 X 6 X 50 MM;;UN;UN;1;
25672274;TUERCA 4 MM AUTOFRENANTE;;UN;UN;1;
25672299;TUERCA MARIPOSA  8 MM;;UN;UN;1;
25672382;DISCO DE CORTE  114 x 1 x 22.2;MM. TYROLIT 41F-17-9002;UN;UN;1;
25672455;CABLE DE ACERO 4.5MM CON REVES;TIMIENTO ROJO PVC;MT;MT;1;
25672552;DISCO FLAP 115x22 CONVZIR G80;DISCO FLAP 115x22 CONVZIR G80;UN;UN;1;
25672599;MECHA  AR 15.5 MM;;UN;UN;1;
25672700;BULON CHEXAG.M12x140 MM;;UN;UN;1;
25673115;PRISIONERO PALLEN GUSANO M.10;x20;UN;UN;1;
25673306;MATERIAL PARA CHAVETA 12x8x300;MM;UN;UN;1;
25673358;ARANDELA PLANA 10x40x1.5 MM;(CHAPISTA );UN;UN;1;
25673386;DISCO DE CORTE 114X1.6X22 MM;;UN;UN;1;
25673419;DISCO FLAP 115x22 CONVZ;DISCO FLAP 115x22 CONVZ;UN;UN;1;
25673649;DISCO DE CORTE 230x2x22 MM;;UN;UN;1;
25900025;GAS OIL 500 GRADO 2;;LT;LT;1;
25900080;DESENGRASANTE DEGRASOL DG-6 (E;NVASE X 205 LTS.);LT;LT;1;
25900105;ACEITE OMALA 220;;LT;LT;1;
25901010;COMBUSTIBLE EURODIESEL;;LT;LT;1;
26000088;CINTURON SOPORTE LUMBAR;STAND T M;UN;UN;1;
26000254;CINTURON SOPORTE LUMBAR;STAND T L;UN;UN;1;
26000258;RESPIRADOR 3M 9312 COD10502;;UN;UN;1;
26000272;GUANTE DPS 85194 TEJIDO T.09;SCOST. RECUB. EN PU NEGRO;UN;UN;1;
26000274;PROTECTOR AUDITIVO AUDISYL TRI;PLE ALETA CCORDEL COD1200;UN;UN;1;
26000283;GUANTE DPS 88114 TEJIDO T.09;SCOST. RECUB. EN NBR EN PALMA;UN;UN;1;
26000299;GUANTE DPS 88304 TEJIDO T.09;SCOST. RECUB. EN NBR COMPLETO;UN;UN;1;
26000313;ANTEOJO CHALLENGER SG-25C MARC;O ARB (COD2107);UN;UN;1;
26000391;KIT DE REPUESTOS PPROTECCION;COPA LIBUS COD5890;UN;UN;1;
26000469;GUANTE JERSEY G7G8 ALGODON PO;LIESTER CON INSERTOS PVC(MOT);UN;UN;1;
26000495;MUæEQUERA NEOPRENE AJUSTABLE;COLOR NEGRO Nõ2 COD.311;UN;UN;1;
26000580;GUANTE DPS 85193 TEJIDO T.08;SCOST. RECUB. EN PU NEGRO;UN;UN;1;
26000581;GUANTE DPS 85195 TEJIDO T.10;SCOST. RECUB. EN PU NEGRO;UN;UN;1;
26000582;GUANTE DPS 88113 TEJIDO T.08;SCOST. RECUB. EN NBR EN PALMA;UN;UN;1;
26000583;GUANTE DPS 88115 TEJIDO T.10;SCOST. RECUB. EN NBR EN PALMA;UN;UN;1;
26100145;CINTA ADHESIVA TRANSPARENTE 48;MMx100MTS;RL;RL;1;
26100171;TALONARIO VALES DE CONSUMO;BLOCK X 50 HOJAS DUPLICADA;UN;UN;1;
26101117;PLANILLA OT ORDEN TRABAJO;BLOCK X 50 HOJAS DUPLICADA;UN;UN;1;
26200002;TRAPO TIPO FRISA;TRAPO TIPO FRISA;KG;KG;1;
26200004;REPELENTE EN AEROSOL OFF;REPELENTE EN AEROSOL OFF;UN;UN;1;
26200023;SECADOR DE GOMA 80CM.;;UN;UN;1;
26200042;BOBINA DE LIMPIEZA IND. PACKx2;25cm x 400mt. HOJA DOBLE;UN;UN;1;
26200044;ESCOBILLON PLASTICO DE 40 CM (;CISNE);UN;UN;1;
26200047;FIBRA EN COPOS KAOWOOL;FIBRA EN COPOS KAOWOOL;KG;KG;1;
26200056;CREMA LIMPIAMANOS;LA MEJOR;KG;KG;1;
26300083;CINTA DE ENMASCARAR 48 MM;;UN;UN;1;
26600008;MANGUERA PLASTICA REFORZADA 63;MM COLOR GRIS;MT;MT;1;
26600013;MANG DE PVC ESPIRALADA DI.63MM;DE.70MM;MT;MT;1;
26600023;MANG D PVC ESPIRALADA DI 102MM;D.E.110 MM;MT;MT;1;
